order_id,customer_id,product_id,order_date,quantity,unit_price,region
O01034,C0049,P004,2026-05-24,3,6945.63,West
O01035,C0026,P005,2025-01-12,2,2195.1,South
O01036,C0092,P015,2025-04-13,2,3049.9,North
O01037,C0092,P012,2025-12-30,1,1672.22,East
O01038,C0063,P021,2026-02-25,3,1668.91,South
O01039,C0030,P024,2025-06-27,1,1143.55,East
O01040,C0061,P002,2025-02-17,1,7562.69,West
O01041,C0073,P017,2025-07-10,2,10701.3,North
O01042,C0007,P032,2025-09-27,3,4028.63,South
O01043,C0037,P021,2025-02-17,3,1540.21,North
O01044,C0023,P022,2026-04-04,1,8154.46,East
O01045,C0023,P019,2025-10-04,2,7433.77,West
O01046,C0027,P014,2026-06-15,2,3887.15,East
O01047,C0085,P037,2026-01-02,4,4516.45,North
O01048,C0093,P037,2026-03-02,3,6579.38,North
O01049,C0076,P004,2026-05-04,1,5586.67,South
O01050,C0079,P022,2025-12-17,2,7744.02,East
O01051,C0001,P035,2026-02-18,1,3337.02,South
O01052,C0110,P038,2026-04-20,4,6215.91,East
O01053,C0101,P005,2026-05-30,2,2314.65,West
O01054,C0042,P024,2025-08-12,4,942.58,South
O01055,C0094,P027,2026-06-05,4,5156.79,East
O01056,C0028,P002,2025-02-16,3,5770.39,South
O01057,C0093,P017,2026-01-07,4,8984.29,West
O01058,C0044,P023,2025-02-03,3,6128.53,South
O01059,C0115,P017,2026-03-25,2,7435.86,East
O01060,C0060,P031,2025-12-17,2,9618.93,South
O01061,C0037,P029,2026-02-25,2,8856.14,West
O01062,C0040,P037,2026-03-11,3,4579.76,South
O01063,C0114,P004,2025-07-14,1,4933.63,East
O01064,C0066,P032,2025-09-19,1,3025.41,South
O01065,C0039,P018,2025-05-01,1,8123.17,North
O01066,C0036,P001,2025-08-20,2,4226.46,West
O01067,C0057,P009,2026-05-28,4,2107.38,South
O01068,C0072,P024,2025-10-13,2,960.55,East
O01069,C0037,P012,2025-02-14,2,1289.75,South
O01070,C0052,P005,2025-01-15,2,1763.54,South
O01071,C0006,P011,2025-09-26,1,2415.65,North
O01072,C0029,P018,2026-04-11,4,5472.3,East
O01073,C0064,P021,2026-04-08,2,1626.24,East
O01074,C0108,P019,2025-03-17,4,8775.03,West
O01075,C0120,P002,2026-03-30,4,7328.12,South
O01076,C0043,P001,2025-06-17,1,6206.06,West
O01077,C0062,P016,2025-02-28,4,2154.75,West
O01078,C0052,P035,2026-05-03,1,3149.39,West
O01079,C0082,P031,2026-02-21,1,8343.34,West
O01080,C0074,P024,2025-05-29,4,1501.83,South
O01081,C0061,P028,2025-02-19,2,2998.48,East
O01082,C0082,P020,2025-05-22,4,6349.57,West
O01083,C0020,P004,2025-02-02,4,7299.64,East
O01084,C0088,P013,2025-04-22,3,723.77,East
O01085,C0117,P034,2025-08-15,3,12002.12,East
O01086,C0026,P030,2025-10-28,4,6267.06,North
O01087,C0088,P037,2025-11-06,2,6176.51,North
O01088,C0038,P008,2025-04-30,4,1409.6,West
O01089,C0056,P031,2025-09-22,2,7252.1,West
O01090,C0096,P021,2026-01-26,2,1781.24,South
O01091,C0021,P036,2025-07-05,3,3474.16,North
O01092,C0114,P012,2026-03-03,2,1720.25,South
O01093,C0045,P039,2025-07-05,3,8367.7,East
O01094,C0051,P023,2026-01-18,1,9305.6,East
O01095,C0010,P018,2026-05-12,2,5778.5,West
O01096,C0109,P015,2025-01-28,4,3139.11,South
O01097,C0071,P024,2025-12-01,3,921.76,East
O01098,C0006,P038,2025-06-22,1,4933.62,South
O01099,C0038,P032,2025-09-28,1,2784.26,South
O01100,C0008,P016,2025-07-10,4,1614.83,South
O01101,C0030,P024,2025-10-08,4,1188.46,North
O01102,C0114,P020,2026-05-29,1,5477.91,West
O01103,C0035,P001,2025-03-31,4,6170.65,East
O01104,C0105,P009,2025-01-08,1,1731.11,South
O01105,C0044,P037,2026-05-24,2,5020.27,West
O01106,C0048,P029,2025-08-04,4,11974.74,West
O01107,C0063,P024,2025-12-09,4,914.28,North
O01108,C0007,P022,2025-08-07,3,8490.14,East
O01109,C0040,P032,2026-02-08,3,4189.91,East
O01110,C0077,P006,2025-10-24,1,2846.04,East
O01111,C0041,P015,2026-02-08,2,2813.15,South
O01112,C0093,P030,2025-05-05,2,8176.58,West
O01113,C0107,P030,2025-01-04,4,9272.35,East
O01114,C0119,P015,2025-12-17,2,2676.04,North
O01115,C0025,P017,2026-01-13,3,8839.64,North
O01116,C0066,P010,2025-06-09,2,9030.55,West
O01117,C0036,P036,2026-06-09,1,3954.95,South
O01118,C0032,P028,2025-09-07,4,3503.7,East
O01119,C0064,P018,2025-11-20,3,5394.13,North
O01120,C0014,P020,2025-07-09,1,5251.0,South
O01121,C0035,P032,2026-06-18,2,3226.12,North
O01122,C0018,P029,2025-04-24,3,7738.25,West
O01123,C0053,P033,2025-04-30,3,6260.99,East
O01124,C0071,P010,2025-02-11,2,10501.05,North
O01125,C0064,P002,2025-01-30,1,5246.54,North
O01126,C0010,P032,2026-04-19,4,3122.67,North
O01127,C0058,P017,2025-07-01,2,7409.91,South
O01128,C0066,P018,2025-05-27,2,6834.7,North
O01129,C0023,P006,2026-04-25,4,2332.77,North
O01130,C0119,P017,2025-06-30,3,7669.42,West
O01131,C0028,P017,2026-01-08,4,8056.02,South
O01132,C0107,P024,2026-06-01,4,1064.63,East
O01133,C0105,P014,2026-03-04,2,3887.32,East
O01134,C0013,P012,2025-06-06,1,1190.47,North
O01135,C0037,P007,2025-05-10,2,2177.59,West
O01136,C0050,P025,2025-05-21,3,9924.42,South
O01137,C0042,P018,2025-11-12,4,7631.88,East
O01138,C0085,P029,2026-02-13,2,11753.46,North
O01139,C0114,P017,2025-10-07,1,9234.78,West
O01140,C0096,P034,2026-04-24,2,11742.72,North
O01141,C0049,P039,2026-03-14,2,9432.55,West
O01142,C0006,P013,2026-02-22,1,1162.26,North
O01143,C0081,P034,2025-01-10,3,7312.11,North
O01144,C0086,P004,2025-07-29,3,7390.1,North
O01145,C0090,P005,2025-09-22,3,1607.27,West
O01146,C0077,P027,2025-08-22,1,6588.25,North
O01147,C0003,P035,2025-11-05,2,2886.63,North
O01148,C0063,P015,2025-07-30,4,2715.95,South
O01149,C0082,P032,2025-07-04,1,3058.5,South
O01150,C0054,P008,2026-04-02,4,1050.68,West
O01151,C0038,P009,2025-07-25,3,1575.76,West
O01152,C0042,P002,2025-05-13,3,5150.33,North
O01153,C0050,P023,2025-05-25,2,9252.99,South
O01154,C0067,P039,2025-07-18,4,8385.69,North
O01155,C0077,P013,2025-04-14,4,796.43,North
O01156,C0018,P028,2026-04-07,1,3703.29,North
O01157,C0075,P021,2026-05-28,4,1553.68,East
O01158,C0078,P025,2025-09-30,4,9028.52,West
O01159,C0078,P002,2025-04-02,1,7656.3,South
O01160,C0057,P029,2025-04-24,3,11918.04,East
O01161,C0099,P040,2025-05-31,2,8596.69,East
O01162,C0048,P039,2026-06-05,4,7456.96,South
O01163,C0096,P018,2025-07-31,4,8044.45,West
O01164,C0024,P005,2025-02-01,4,2340.99,West
O01165,C0063,P026,2025-05-31,2,7554.42,South
O01166,C0033,P017,2026-01-11,4,10440.23,South
O01167,C0087,P007,2026-05-24,2,1327.18,East
O01168,C0109,P018,2026-01-27,4,6468.08,South
O01169,C0017,P013,2026-04-07,4,1166.47,West
O01170,C0046,P036,2025-05-16,1,3347.47,North
O01171,C0041,P018,2025-04-14,3,7247.96,East
O01172,C0119,P009,2025-11-03,3,2045.28,South
O01173,C0106,P016,2026-01-29,1,1595.26,North
O01174,C0119,P038,2026-06-05,2,5536.77,North
O01175,C0002,P005,2026-05-02,2,2137.25,South
O01176,C0004,P010,2025-02-14,4,10676.86,East
O01177,C0021,P002,2025-09-16,2,5654.48,East
O01178,C0028,P022,2025-08-22,3,7723.08,North
O01179,C0102,P013,2025-10-13,4,864.32,East
O01180,C0086,P013,2025-04-16,1,1059.11,East
O01181,C0097,P012,2025-09-01,2,1468.12,West
O01182,C0021,P026,2025-12-13,1,6173.03,South
O01183,C0112,P012,2026-05-14,2,1794.14,East
O01184,C0115,P038,2025-10-03,4,5000.87,North
O01185,C0052,P029,2025-07-10,2,11903.85,South
O01186,C0014,P039,2025-08-20,3,8537.27,East
O01187,C0102,P007,2026-03-31,1,1403.12,South
O01188,C0031,P028,2025-07-05,3,3009.11,West
O01189,C0034,P003,2025-06-13,1,8879.95,North
O01190,C0044,P025,2026-06-15,2,7921.59,South
O01191,C0006,P019,2025-02-02,2,8820.42,South
O01192,C0090,P024,2025-05-10,1,927.97,East
O01193,C0085,P008,2026-05-18,3,1474.91,North
O01194,C0005,P017,2025-11-14,1,10113.15,South
O01195,C0090,P010,2025-03-18,3,7428.54,West
O01196,C0068,P028,2025-01-09,2,3177.04,West
O01197,C0038,P023,2026-02-15,2,7057.19,South
O01198,C0078,P035,2025-07-22,3,2719.74,East
O01199,C0012,P030,2025-01-20,3,7558.16,South
O01200,C0064,P027,2025-08-03,3,5474.31,West
O01201,C0077,P031,2026-01-02,3,9328.94,North
O01202,C0043,P035,2026-02-11,3,4056.43,North
O01203,C0052,P025,2025-08-09,2,7513.84,West
O01204,C0050,P003,2025-02-10,2,7482.34,South
O01205,C0061,P035,2025-12-30,2,3188.81,North
O01206,C0008,P007,2025-03-02,3,2064.32,East
O01207,C0071,P030,2026-06-16,1,7028.93,North
O01208,C0112,P004,2025-12-13,1,6026.45,North
O01209,C0051,P022,2026-01-23,4,9294.61,South
O01210,C0118,P034,2025-09-21,3,8534.52,East
O01211,C0027,P032,2025-07-22,4,3714.38,East
O01212,C0043,P010,2025-05-08,2,7523.17,South
O01213,C0074,P037,2025-10-19,1,5081.86,East
O01214,C0116,P007,2025-01-02,4,1669.03,North
O01215,C0016,P003,2025-07-19,1,8851.39,West
O01216,C0027,P038,2025-04-08,1,4187.49,North
O01217,C0053,P018,2026-06-05,1,7665.78,East
O01218,C0017,P029,2025-03-19,3,10369.28,West
O01219,C0095,P017,2025-02-24,2,9060.59,South
O01220,C0050,P033,2025-10-19,3,4507.42,South
O01221,C0031,P008,2025-08-18,2,1289.86,North
O01222,C0051,P029,2025-07-03,1,8532.47,North
O01223,C0103,P019,2025-08-15,3,7378.88,North
O01224,C0021,P031,2025-04-30,2,8660.94,North
O01225,C0011,P029,2025-02-13,3,7830.8,South
O01226,C0109,P023,2026-02-13,3,6672.22,South
O01227,C0081,P007,2025-09-06,2,1978.38,East
O01228,C0087,P030,2025-04-07,2,5913.06,North
O01229,C0082,P039,2025-04-29,4,10189.47,West
O01230,C0030,P023,2026-04-13,1,7326.84,North
O01231,C0057,P009,2025-11-24,2,1925.93,South
O01232,C0112,P024,2026-02-03,2,1448.36,East
O01233,C0070,P017,2026-02-25,1,8992.89,North
O01234,C0107,P028,2025-07-15,3,2825.26,West
O01235,C0017,P015,2026-03-20,1,3071.28,South
O01236,C0025,P024,2025-04-15,1,1181.1,South
O01237,C0067,P004,2026-06-29,4,4936.4,South
O01238,C0108,P037,2025-12-11,4,4502.67,North
O01239,C0087,P010,2026-02-17,2,8693.31,East
O01240,C0115,P023,2025-01-27,4,8166.69,South
O01241,C0080,P012,2025-02-11,4,1842.99,West
O01242,C0111,P037,2025-06-17,1,4389.64,South
O01243,C0011,P008,2025-12-29,3,1248.84,West
O01244,C0047,P005,2025-11-05,2,1994.05,East
O01245,C0035,P001,2025-07-12,3,3957.56,North
O01246,C0048,P012,2025-04-28,1,1748.91,North
O01247,C0099,P012,2026-03-28,3,1608.31,East
O01248,C0015,P025,2025-04-10,2,7600.03,South
O01249,C0027,P027,2026-05-04,1,6109.44,North
O01250,C0035,P009,2025-11-24,3,1508.21,East
O01251,C0086,P008,2025-12-21,3,1003.76,South
O01252,C0002,P024,2026-03-02,2,927.68,East
O01253,C0002,P022,2025-02-03,4,8523.53,East
O01254,C0111,P007,2025-04-21,3,1391.97,East
O01255,C0067,P012,2025-07-16,4,1842.38,South
O01256,C0102,P035,2025-11-04,1,3772.7,North
O01257,C0032,P031,2025-01-13,4,8060.06,North
O01258,C0085,P017,2025-10-11,2,7480.15,South
O01259,C0070,P008,2026-03-21,2,1534.6,West
O01260,C0035,P007,2025-02-16,1,1332.95,West
O01261,C0077,P034,2025-04-18,3,9813.53,South
O01262,C0103,P024,2025-07-06,1,1363.06,East
O01263,C0034,P031,2026-04-06,3,6889.31,West
O01264,C0003,P036,2025-12-02,3,3657.88,South
O01265,C0045,P016,2025-05-25,2,2153.47,West
O01266,C0059,P015,2025-03-24,4,3491.81,East
O01267,C0023,P015,2025-07-06,1,3081.85,North
O01268,C0020,P038,2026-03-25,1,3975.68,East
O01269,C0045,P014,2026-05-06,1,4516.86,North
O01270,C0011,P032,2025-10-23,2,3000.59,West
O01271,C0048,P026,2025-05-28,1,6408.66,North
O01272,C0067,P016,2025-03-11,1,1742.41,North
O01273,C0007,P035,2025-12-25,3,3728.64,East
O01274,C0056,P007,2026-04-15,1,1584.99,North
O01275,C0115,P035,2025-08-25,1,2565.16,West
O01276,C0010,P035,2026-02-20,4,3787.73,West
O01277,C0018,P005,2025-12-15,1,1694.28,East
O01278,C0093,P014,2025-11-30,2,4205.14,North
O01279,C0026,P037,2025-12-28,1,6719.96,North
O01280,C0100,P022,2026-02-24,3,9287.26,East
O01281,C0108,P039,2025-02-24,1,6873.75,East
O01282,C0074,P008,2025-02-13,4,1297.54,West
O01283,C0118,P016,2025-01-01,3,1582.07,North
O01284,C0048,P016,2025-05-31,2,1965.05,West
O01285,C0005,P032,2025-01-01,4,2605.8,West
O01286,C0089,P012,2026-03-07,3,1430.68,East
O01287,C0005,P028,2026-05-25,2,3052.14,South
O01288,C0053,P019,2025-01-18,4,7064.53,West
O01289,C0085,P018,2025-02-15,3,6266.74,North
O01290,C0018,P027,2025-04-16,4,5149.23,South
O01291,C0104,P034,2025-07-14,2,8399.57,West
O01292,C0073,P013,2025-02-23,2,824.07,North
O01293,C0064,P040,2025-10-14,1,6484.2,West
O01294,C0068,P007,2025-03-16,1,1923.86,West
O01295,C0063,P025,2025-04-23,4,6222.66,West
O01296,C0015,P031,2025-11-03,4,8154.97,East
O01297,C0022,P002,2025-01-25,2,7783.82,East
O01298,C0099,P040,2025-04-04,2,7816.8,North
O01299,C0063,P018,2026-03-04,3,8321.51,North
O01300,C0042,P028,2025-06-01,3,3144.64,South
O01301,C0093,P027,2025-07-01,1,5849.13,West
O01302,C0026,P011,2026-03-19,2,2313.98,East
O01303,C0007,P029,2025-06-04,3,10479.55,North
O01304,C0045,P003,2025-02-20,4,9748.33,South
O01305,C0096,P019,2025-06-10,3,8221.45,South
O01306,C0045,P035,2025-07-03,3,4147.0,West
O01307,C0014,P022,2025-08-14,3,9087.07,East
O01308,C0090,P033,2026-01-26,2,6835.04,South
O01309,C0031,P017,2025-07-23,4,10836.49,East
O01310,C0107,P007,2025-07-09,1,2129.18,South
O01311,C0116,P011,2025-12-04,3,3061.25,East
O01312,C0095,P030,2025-09-29,3,8596.76,North
O01313,C0027,P015,2026-03-14,1,2243.45,South
O01314,C0095,P023,2025-12-08,1,8137.01,West
O01315,C0027,P014,2026-06-05,3,4811.18,North
O01316,C0069,P021,2025-10-27,4,1800.56,West
O01317,C0055,P004,2025-04-27,4,5072.09,East
O01318,C0030,P007,2025-12-01,4,2053.7,South
O01319,C0101,P015,2025-05-13,1,2502.97,South
O01320,C0087,P005,2026-04-21,1,1605.79,South
O01321,C0045,P009,2025-03-22,1,2052.16,South
O01322,C0103,P016,2026-05-14,4,1950.71,South
O01323,C0070,P011,2025-08-08,4,2354.12,West
O01324,C0009,P002,2025-10-08,4,5160.33,North
O01325,C0068,P037,2025-06-27,4,5875.57,North
O01326,C0109,P026,2025-11-12,2,6153.61,West
O01327,C0008,P028,2025-02-18,2,2501.82,South
O01328,C0110,P007,2025-12-11,2,2055.86,West
O01329,C0051,P004,2026-04-25,1,6577.22,South
O01330,C0022,P040,2025-04-06,3,7227.23,East
O01331,C0048,P003,2026-06-03,1,9191.87,North
O01332,C0041,P026,2025-04-08,1,5614.83,East
O01333,C0030,P002,2025-08-24,4,5704.18,North
O01334,C0055,P006,2026-02-20,2,2208.91,North
O01335,C0099,P029,2025-10-10,4,10045.67,South
O01336,C0013,P005,2025-01-24,3,1699.02,North
O01337,C0017,P017,2026-02-07,1,6889.55,East
O01338,C0057,P030,2025-09-22,4,6732.3,South
O01339,C0056,P006,2026-04-17,3,2553.62,East
O01340,C0016,P022,2026-05-24,3,8004.91,North
O01341,C0031,P022,2025-02-20,2,9447.81,West
O01342,C0021,P003,2025-10-06,4,8129.21,South
O01343,C0011,P013,2025-09-14,3,1015.52,North
O01344,C0036,P011,2025-11-21,4,2420.85,West
O01345,C0120,P015,2026-02-09,1,2333.83,North
O01346,C0106,P008,2026-03-28,2,1087.74,South
O01347,C0110,P034,2025-09-28,2,7713.17,South
O01348,C0109,P024,2026-06-11,1,1398.12,West
O01349,C0040,P022,2025-11-03,3,8944.93,West
O01350,C0084,P021,2025-08-11,2,2251.88,West
O01351,C0040,P021,2025-12-02,1,1459.88,North
O01352,C0089,P005,2025-08-13,3,1867.21,South
O01353,C0037,P006,2026-03-08,1,2410.63,East
O01354,C0051,P022,2026-01-23,1,9963.32,North
O01355,C0012,P021,2025-04-23,3,1805.48,East
O01356,C0020,P034,2026-02-15,4,8047.52,North
O01357,C0006,P017,2025-11-23,4,9796.39,South
O01358,C0064,P028,2025-10-12,4,3287.06,East
O01359,C0088,P002,2026-01-23,4,6532.67,West
O01360,C0090,P001,2026-06-04,1,5689.52,East
O01361,C0086,P021,2025-09-14,2,1580.46,South
O01362,C0099,P040,2026-02-01,1,8832.85,West
O01363,C0099,P019,2025-10-03,2,9413.65,North
O01364,C0022,P002,2025-01-23,1,6243.98,East
O01365,C0027,P030,2025-11-19,3,6839.19,North
O01366,C0096,P035,2025-02-27,4,4073.61,West
O01367,C0034,P033,2025-06-08,3,5778.31,West
O01368,C0030,P040,2026-04-11,1,9569.36,South
O01369,C0022,P002,2025-04-27,1,5504.79,North
O01370,C0039,P034,2025-02-11,3,7647.54,South
O01371,C0112,P028,2025-10-03,3,3818.22,South
O01372,C0056,P007,2025-07-08,3,1826.55,South
O01373,C0052,P004,2025-02-17,3,6913.81,North
O01374,C0025,P001,2025-06-14,3,5139.74,East
O01375,C0026,P037,2026-05-04,2,6879.94,South
O01376,C0065,P002,2025-05-05,3,5868.84,North
O01377,C0042,P013,2026-04-12,4,1169.36,East
O01378,C0049,P018,2025-04-14,3,7653.26,North
O01379,C0072,P001,2025-01-08,4,4516.53,North
O01380,C0047,P032,2025-08-12,4,3904.29,West
O01381,C0081,P030,2025-02-19,1,7194.13,West
O01382,C0057,P009,2026-04-08,2,1742.51,North
O01383,C0117,P026,2026-05-10,4,8937.86,West
O01384,C0030,P004,2025-05-04,2,6628.33,West
O01385,C0078,P036,2025-03-18,3,4662.81,West
O01386,C0082,P012,2026-04-23,3,1703.51,North
O01387,C0078,P030,2025-07-10,2,7266.14,North
O01388,C0049,P008,2025-01-29,1,1105.78,East
O01389,C0107,P013,2025-07-12,4,1082.91,North
O01390,C0012,P022,2025-01-30,1,10529.69,East
O01391,C0095,P001,2026-05-19,1,4826.13,North
O01392,C0055,P005,2025-05-16,1,1930.0,West
O01393,C0015,P005,2025-05-20,4,2581.72,North
O01394,C0105,P037,2026-01-04,4,4231.44,East
O01395,C0053,P019,2026-04-21,1,7436.42,West
O01396,C0096,P018,2025-02-28,3,7214.49,East
O01397,C0078,P010,2026-06-27,1,9345.87,North
O01398,C0099,P004,2025-08-30,3,6152.32,West
O01399,C0094,P011,2025-03-01,1,3189.53,North
O01400,C0075,P024,2025-02-14,4,1519.19,South
O01401,C0011,P028,2025-10-29,4,2615.24,West
O01402,C0073,P001,2026-04-23,3,6323.61,South
O01403,C0108,P026,2026-04-12,1,5718.57,East
O01404,C0107,P008,2025-03-15,2,1174.61,North
O01405,C0106,P022,2026-01-10,4,9322.85,North
O01406,C0048,P024,2026-06-10,1,1178.82,North
O01407,C0036,P037,2025-01-04,3,6435.8,West
O01408,C0086,P040,2025-06-04,3,6263.1,South
O01409,C0105,P038,2025-05-23,4,6048.99,East
O01410,C0046,P017,2025-08-10,1,7245.1,West
O01411,C0108,P040,2025-07-10,2,6934.07,West
O01412,C0050,P010,2026-03-20,4,8258.83,East
O01413,C0054,P020,2026-05-15,4,4873.55,North
O01414,C0091,P031,2025-12-30,2,9777.22,East
O01415,C0092,P029,2026-03-05,2,9942.99,South
O01416,C0002,P014,2025-05-31,1,5248.31,East
O01417,C0001,P032,2025-11-17,1,3180.46,North
O01418,C0012,P014,2026-05-22,3,4079.0,East
O01419,C0051,P002,2025-12-09,1,5456.25,South
O01420,C0024,P016,2025-04-11,2,2097.82,East
O01421,C0002,P012,2025-11-10,3,1235.54,South
O01422,C0087,P009,2026-04-10,4,1431.88,West
O01423,C0022,P039,2025-08-12,2,8972.8,North
O01424,C0004,P029,2026-03-09,1,8457.96,East
O01425,C0036,P006,2025-02-01,3,2324.81,North
O01426,C0007,P022,2025-11-28,2,10200.62,East
O01427,C0117,P039,2025-05-24,4,10283.75,South
O01428,C0096,P032,2025-01-07,1,2841.21,South
O01429,C0084,P026,2025-06-07,2,8790.19,West
O01430,C0047,P029,2025-04-21,2,11727.62,West
O01431,C0017,P040,2025-12-14,1,7507.3,West
O01432,C0095,P013,2025-01-30,4,846.21,East
O01433,C0021,P007,2026-04-26,2,1622.05,South
O01434,C0020,P035,2025-10-09,2,3951.93,West
O01435,C0119,P007,2025-12-01,4,1920.09,West
O01436,C0100,P013,2025-11-04,1,994.8,West
O01437,C0078,P008,2025-03-08,2,1085.46,South
O01438,C0084,P020,2025-08-17,3,6168.1,North
O01439,C0091,P031,2026-01-17,1,6767.13,West
O01440,C0059,P012,2025-05-04,3,1744.89,East
O01441,C0041,P037,2025-05-30,3,5477.21,North
O01442,C0075,P008,2026-02-14,1,1593.84,South
O01443,C0033,P009,2025-10-03,4,1440.94,West
O01444,C0078,P031,2025-05-25,2,7783.41,West
O01445,C0111,P019,2025-11-11,3,6398.5,East
O01446,C0031,P002,2026-01-23,2,7668.65,East
O01447,C0107,P018,2026-04-26,3,5413.24,West
O01448,C0010,P007,2025-03-15,3,2074.73,North
O01449,C0114,P023,2026-01-11,2,6288.36,West
O01450,C0051,P013,2025-09-19,4,1006.16,West
O01451,C0059,P006,2025-09-03,2,2178.05,South
O01452,C0006,P003,2025-04-18,1,7186.27,East
O01453,C0047,P031,2026-04-15,3,5993.87,South
O01454,C0087,P005,2025-05-24,1,2168.65,South
O01455,C0009,P029,2026-04-28,1,8962.01,East
O01456,C0060,P014,2026-05-26,3,3418.62,West
O01457,C0080,P028,2025-04-11,2,3208.66,West
O01458,C0019,P008,2026-04-10,4,1334.9,South
O01459,C0074,P003,2026-02-08,3,10557.11,South
O01460,C0091,P016,2025-12-14,4,2244.63,West
O01461,C0096,P012,2025-08-04,3,1878.36,North
O01462,C0037,P035,2025-03-20,1,3998.92,East
O01463,C0080,P034,2025-01-20,2,11210.82,North
O01464,C0027,P040,2026-05-12,3,6107.15,North
O01465,C0037,P033,2025-06-12,2,6084.83,East
O01466,C0025,P035,2025-12-07,3,3729.18,West
O01467,C0094,P010,2025-04-17,2,10140.51,East
O01468,C0034,P016,2025-02-13,1,1592.31,South
O01469,C0080,P006,2026-04-21,4,3054.76,West
O01470,C0062,P034,2026-03-25,4,11879.7,West
O01471,C0104,P034,2025-01-01,4,9864.97,West
O01472,C0052,P009,2025-08-08,4,1352.69,West
O01473,C0070,P012,2025-02-02,4,1247.31,South
O01474,C0071,P038,2025-03-13,2,5936.55,East
O01475,C0016,P036,2026-05-29,2,4377.4,North
O01476,C0010,P025,2025-03-17,2,6952.55,West
O01477,C0059,P012,2025-09-30,1,1564.27,West
O01478,C0079,P025,2026-04-06,1,8379.41,East
O01479,C0106,P017,2026-02-09,1,7126.86,South
O01480,C0089,P011,2025-10-17,4,2665.72,North
O01481,C0015,P009,2025-03-29,3,1768.37,West
O01482,C0033,P016,2025-07-10,2,1786.3,North
O01483,C0083,P003,2025-07-09,3,6424.78,South
O01484,C0056,P006,2025-08-09,3,2282.1,West
O01485,C0030,P009,2025-08-15,1,2065.8,East
O01486,C0041,P005,2026-06-19,2,1751.21,South
O01487,C0099,P013,2026-01-12,3,1209.67,North
O01488,C0108,P015,2025-10-07,3,2921.47,West
O01489,C0102,P030,2025-02-06,4,6968.98,West
O01490,C0009,P004,2025-04-11,3,7218.26,North
O01491,C0061,P016,2025-01-30,2,2214.84,West
O01492,C0048,P004,2026-03-06,4,5495.42,East
O01493,C0030,P026,2026-01-19,3,5873.02,West
O01494,C0057,P020,2026-05-11,4,6210.27,North
O01495,C0085,P004,2025-08-11,1,6377.84,South
O01496,C0052,P012,2025-05-23,2,1468.56,South
O01497,C0022,P035,2025-10-16,2,2682.82,East
O01498,C0097,P006,2026-03-28,2,2582.89,West
O01499,C0006,P007,2025-01-19,1,2200.09,West
O01500,C0105,P030,2026-05-14,3,9568.2,North
